Object ID,Title,Object Name,Department,Culture,Period,Artist Display Name,Medium,Dimensions,Classification,Object Date,General_Text_Description,url
35155,"Guidobaldo II della Rovere, Duke of Urbino (1514–1574), With his  Armor by Filippo Negroli",Painting,Arms and Armor,Italian,Unknown,Unknown,Oil on copper,5 1/2 x 4 in. (14 x 10.2 cm); frame: 7 1/8 x 4 7/8 in. (18.1 x 12.5 cm),Paintings,ca. 1580–85,"Guidobaldo II della Rovere, Duke of Urbino (1514–1574), With his  Armor by Filippo Negroli is a Unknown Painting by the Italian artist.This piece, part of the Arms and Armor collection, is crafted using Oil on copper. Measuring 5 1/2 x 4 in. (14 x 10.2 cm); frame: 7 1/8 x 4 7/8 in. (18.1 x 12.5 cm), the work is classified as Paintings and was created in ca. 1580–85.",http://example_url_1/
35968,清  佚名  台南地區荷蘭城堡|Forts Zeelandia and Provintia and the City of Tainan,Pictorial map,Asian Art,China,Unknown,Unidentified artist,Wall hanging; ink and color on deerskin,"Image: 59 1/4 × 80 3/4 in. (150.5 × 205.1 cm)
Overall with decorative borders: 68 5/8 × 90 1/4 in. (174.3 × 229.2 cm)",Paintings,19th century,"清  佚名  台南地區荷蘭城堡|Forts Zeelandia and Provintia and the City of Tainan is a Unknown Pictorial map by the China artist Unidentified artist. This piece, part of the Asian Art collection, is crafted using Wall hanging; ink and color on deerskin. Measuring Image: 59 1/4 × 80 3/4 in. (150.5 × 205.1 cm)
Overall with decorative borders: 68 5/8 × 90 1/4 in. (174.3 × 229.2 cm), the work is classified as Paintings and was created in 19th century.",http://example_url_2/
35970,明   丁雲鵬   潯陽送客圖   軸|Song of the Lute,Hanging scroll,Asian Art,China,late Ming dynasty (1368–1644),Ding Yunpeng,Hanging scroll; ink and color on paper,Image: 55 5/8 x 18 1/8 in. (141.3 x 46 cm),Paintings,1585,"明   丁雲鵬   潯陽送客圖   軸|Song of the Lute is a late Ming dynasty (1368–1644) Hanging scroll by the China artist Ding Yunpeng. This piece, part of the Asian Art collection, is crafted using Hanging scroll; ink and color on paper. Measuring Image: 55 5/8 x 18 1/8 in. (141.3 x 46 cm), the work is classified as Paintings and was created in 1585.",http://example_url_3/
35971,清   佚名   倣王翬   倣李成山水圖   軸|Landscape after Li Cheng,Hanging scroll,Asian Art,China,Qing dynasty (1644–1911),Wang Hui|Unidentified artist,Hanging scroll; ink on silk,14 1/2 x 11 1/8 in. (36.8 x 28.3 cm),Paintings,"18th century or later, spurious date of 1680","清   佚名   倣王翬   倣李成山水圖   軸|Landscape after Li Cheng is a Qing dynasty (1644–1911) Hanging scroll by the China artist Wang Hui|Unidentified artist. This piece, part of the Asian Art collection, is crafted using Hanging scroll; ink on silk. Measuring 14 1/2 x 11 1/8 in. (36.8 x 28.3 cm), the work is classified as Paintings and was created in 18th century or later, spurious date of 1680.",http://example_url_4/
35972,清   佚名   倣王翬   倣仇實父採菱圖   扇|Gathering Water Chestnuts,Folding fan mounted as an album leaf,Asian Art,China,Qing dynasty (1644–1911),Wang Hui|Unidentified artist,Folding fan mounted as an album leaf; ink and color on paper,6 3/4 x 20 in. (17.1 x 50.8 cm),Paintings,"18th century or later, spurious date of 1706","清   佚名   倣王翬   倣仇實父採菱圖   扇|Gathering Water Chestnuts is a Qing dynasty (1644–1911) Folding fan mounted as an album leaf by the China artist Wang Hui|Unidentified artist. This piece, part of the Asian Art collection, is crafted using Folding fan mounted as an album leaf; ink and color on paper. Measuring 6 3/4 x 20 in. (17.1 x 50.8 cm), the work is classified as Paintings and was created in 18th century or later, spurious date of 1706.",http://example_url_5/
35973,清   佚名   倣王鑑   倣惠崇山水圖   扇|Landscape in the Style of Huichong,Folding fan mounted as an album leaf,Asian Art,China,Qing dynasty (1644–1911),Wang Jian|Unidentified artist,Folding fan mounted as an album leaf; ink and color on paper,6 3/8 x 20 1/2 in. (16.2 x 52.1 cm),Paintings,"18th century or later, spurious date of 1676","清   佚名   倣王鑑   倣惠崇山水圖   扇|Landscape in the Style of Huichong is a Qing dynasty (1644–1911) Folding fan mounted as an album leaf by the China artist Wang Jian|Unidentified artist. This piece, part of the Asian Art collection, is crafted using Folding fan mounted as an album leaf; ink and color on paper. Measuring 6 3/8 x 20 1/2 in. (16.2 x 52.1 cm), the work is classified as Paintings and was created in 18th century or later, spurious date of 1676.",http://example_url_6/
35974,清   倣王時敏  山水  扇面|Landscape,Folding fan mounted as an album leaf,Asian Art,China,Qing dynasty (1644–1911),Wang Shimin|Unidentified artist,Folding fan mounted as an album leaf; ink on gold paper,6 1/2 x 20 1/2 in. (16.5 x 52.1 cm),Paintings,"18th century or later, spurious date of 1648","清   倣王時敏  山水  扇面|Landscape is a Qing dynasty (1644–1911) Folding fan mounted as an album leaf by the China artist Wang Shimin|Unidentified artist. This piece, part of the Asian Art collection, is crafted using Folding fan mounted as an album leaf; ink on gold paper. Measuring 6 1/2 x 20 1/2 in. (16.5 x 52.1 cm), the work is classified as Paintings and was created in 18th century or later, spurious date of 1648.",http://example_url_7/
35975,清   佚名   倣王翬   臨燕文貴勘書圖   扇|Landscape in the Style of Yan Wengui,Folding fan mounted as an album leaf,Asian Art,China,Qing dynasty (1644–1911),Wang Hui|Unidentified artist,Folding fan mounted as an album leaf; ink and color on paper,6 1/2 x 19 1/4 in. (16.5 x 48.9 cm),Paintings,"18th century or later, spurious date of 1707","清   佚名   倣王翬   臨燕文貴勘書圖   扇|Landscape in the Style of Yan Wengui is a Qing dynasty (1644–1911) Folding fan mounted as an album leaf by the China artist Wang Hui|Unidentified artist. This piece, part of the Asian Art collection, is crafted using Folding fan mounted as an album leaf; ink and color on paper. Measuring 6 1/2 x 19 1/4 in. (16.5 x 48.9 cm), the work is classified as Paintings and was created in 18th century or later, spurious date of 1707.",http://example_url_8/
35977,明（？）　陸克正　倣北苑山水　扇|Landscape in the manner of Dong Yuan,Folding fan mounted as an album leaf,Asian Art,China,Ming (1368–1644) or Qing (1644–1911) dynasty,Dong Yuan|Lu Kezheng,Folding fan mounted as an album leaf; ink on gold paper,6 1/2 x 20 in. (16.5 x 50.8 cm),Paintings,1591/1651,"明（？）　陸克正　倣北苑山水　扇|Landscape in the manner of Dong Yuan is a Ming (1368–1644) or Qing (1644–1911) dynasty Folding fan mounted as an album leaf by the China artist Dong Yuan|Lu Kezheng. This piece, part of the Asian Art collection, is crafted using Folding fan mounted as an album leaf; ink on gold paper. Measuring 6 1/2 x 20 in. (16.5 x 50.8 cm), the work is classified as Paintings and was created in 1591/1651.",http://example_url_9/
35979,明/清　佚名　倣文徴明　山水　扇|Landscape,Folding fan mounted as an album leaf,Asian Art,China,Ming dynasty (1368–1644) or later,Wen Zhengming|Unidentified artist,Folding fan mounted as an album leaf; ink and color on gold-flecked paper,7 1/8 x 20 1/2 in. (18.1 x 52.1 cm),Paintings,Unknown,"明/清　佚名　倣文徴明　山水　扇|Landscape is a Ming dynasty (1368–1644) or later Folding fan mounted as an album leaf by the China artist Wen Zhengming|Unidentified artist. This piece, part of the Asian Art collection, is crafted using Folding fan mounted as an album leaf; ink and color on gold-flecked paper. Measuring 7 1/8 x 20 1/2 in. (18.1 x 52.1 cm), the work is classified as Paintings .",http://example_url_10/
35981,明/清   沈顥   漁父圖   扇|Qu Yuan and the Fisherman,Folding fan mounted as an album leaf,Asian Art,China,Ming (1368–1644) or Qing dynasty (1644–1911),Shen Hao,Folding fan mounted as an album leaf; ink on gold paper,6 5/8 x 20 1/4 in. (16.8 x 51.4 cm),Paintings,Unknown,"明/清   沈顥   漁父圖   扇|Qu Yuan and the Fisherman is a Ming (1368–1644) or Qing dynasty (1644–1911) Folding fan mounted as an album leaf by the China artist Shen Hao. This piece, part of the Asian Art collection, is crafted using Folding fan mounted as an album leaf; ink on gold paper. Measuring 6 5/8 x 20 1/4 in. (16.8 x 51.4 cm), the work is classified as Paintings .",http://example_url_11/
35984,明   宋懋晉   樓居圖   扇|Dwelling in Landscape,Folding fan mounted as an album leaf,Asian Art,China,Ming dynasty (1368–1644),Song Maojin|Unidentified artist,Folding fan mounted as an album leaf; ink and color on gold paper,6 1/4 x 18 1/4 in. (15.9 x 46.4 cm),Paintings,17th century,"明   宋懋晉   樓居圖   扇|Dwelling in Landscape is a Ming dynasty (1368–1644) Folding fan mounted as an album leaf by the China artist Song Maojin|Unidentified artist. This piece, part of the Asian Art collection, is crafted using Folding fan mounted as an album leaf; ink and color on gold paper. Measuring 6 1/4 x 18 1/4 in. (15.9 x 46.4 cm), the work is classified as Paintings and was created in 17th century.",http://example_url_12/
35986,明    程嘉燧   園鷄圖   扇|Landscape with Chicken,Folding fan mounted as an album leaf,Asian Art,China,Ming (1368–1644)–Qing (1644–1911) dynasty,Cheng Jiasui,Folding fan mounted as an album leaf; ink on gold paper,6 1/2 x 20 3/8 in. (16.5 x 51.8 cm),Paintings,Unknown,"明    程嘉燧   園鷄圖   扇|Landscape with Chicken is a Ming (1368–1644)–Qing (1644–1911) dynasty Folding fan mounted as an album leaf by the China artist Cheng Jiasui. This piece, part of the Asian Art collection, is crafted using Folding fan mounted as an album leaf; ink on gold paper. Measuring 6 1/2 x 20 3/8 in. (16.5 x 51.8 cm), the work is classified as Paintings .",http://example_url_13/
35988,明　李流芳　疏林小景　扇|Figure standing in a grove of trees,Folding fan mounted as an album leaf,Asian Art,China,Ming dynasty (1368–1644),Li Liufang,Folding fan mounted as an album leaf; ink on gold paper,7 7/32 x 21 7/8 in. (18.4 x 55.6 cm),Paintings,1613,"明　李流芳　疏林小景　扇|Figure standing in a grove of trees is a Ming dynasty (1368–1644) Folding fan mounted as an album leaf by the China artist Li Liufang. This piece, part of the Asian Art collection, is crafted using Folding fan mounted as an album leaf; ink on gold paper. Measuring 7 7/32 x 21 7/8 in. (18.4 x 55.6 cm), the work is classified as Paintings and was created in 1613.",http://example_url_14/
35989,明   陳季淳   山水人物圖  扇頁|Landscape with figure,Folding fan mounted as an album leaf,Asian Art,China,Ming dynasty (1368–1644),Chen Jichun,Folding fan mounted as an album leaf; ink and color on gold paper,7 3/8 × 21 3/4 in. (18.7 × 55.2 cm),Paintings,1635,"明   陳季淳   山水人物圖  扇頁|Landscape with figure is a Ming dynasty (1368–1644) Folding fan mounted as an album leaf by the China artist Chen Jichun. This piece, part of the Asian Art collection, is crafted using Folding fan mounted as an album leaf; ink and color on gold paper. Measuring 7 3/8 × 21 3/4 in. (18.7 × 55.2 cm), the work is classified as Paintings and was created in 1635.",http://example_url_15/
35990,明　吳彬　翠壁丹楓　扇|Azure Cliff with Red Maples,Folding fan mounted as an album leaf,Asian Art,China,Ming dynasty (1368–1644),Wu Bin,Folding fan mounted as an album leaf; ink and color on paper,6 3/8 × 18 3/4 in. (16.2 × 47.6 cm),Paintings,1603,"明　吳彬　翠壁丹楓　扇|Azure Cliff with Red Maples is a Ming dynasty (1368–1644) Folding fan mounted as an album leaf by the China artist Wu Bin. This piece, part of the Asian Art collection, is crafted using Folding fan mounted as an album leaf; ink and color on paper. Measuring 6 3/8 × 18 3/4 in. (16.2 × 47.6 cm), the work is classified as Paintings and was created in 1603.",http://example_url_16/
35992,明/清   潘雲馭   秋江落照   扇|Setting Sun on the Autumn River,Folding fan mounted as an album leaf,Asian Art,China,Ming dynasty (1368–1644),Pan Yunyu,Folding fan mounted as an album leaf; ink and color on gold paper,6 1/4 x 19 in. (15.9 x 48.3 cm),Paintings,1604 or 1664,"明/清   潘雲馭   秋江落照   扇|Setting Sun on the Autumn River is a Ming dynasty (1368–1644) Folding fan mounted as an album leaf by the China artist Pan Yunyu. This piece, part of the Asian Art collection, is crafted using Folding fan mounted as an album leaf; ink and color on gold paper. Measuring 6 1/4 x 19 in. (15.9 x 48.3 cm), the work is classified as Paintings and was created in 1604 or 1664.",http://example_url_17/
35994,明/清   祁豸佳   山水 圖|Landscape with fisherman,Folding fan mounted as an album leaf,Asian Art,China,Ming dynasty (1368–1644),Qi Zhijia,Folding fan mounted as an album leaf; ink on paper,6 1/2 x 19 1/2 in. (16.5 x 49.5 cm),Paintings,1643,"明/清   祁豸佳   山水 圖|Landscape with fisherman is a Ming dynasty (1368–1644) Folding fan mounted as an album leaf by the China artist Qi Zhijia. This piece, part of the Asian Art collection, is crafted using Folding fan mounted as an album leaf; ink on paper. Measuring 6 1/2 x 19 1/2 in. (16.5 x 49.5 cm), the work is classified as Paintings and was created in 1643.",http://example_url_18/
35996,明   張翀   花鳥圖   扇面|Bird on a flowering branch,Folding fan mounted as an album leaf,Asian Art,China,Ming dynasty (1368–1644),Zhang Chong,Folding fan mounted as an album leaf; ink on gold paper,6 1/2 x 19 1/4 in. (16.5 x 48.9 cm),Paintings,late 16th or early 17th century,"明   張翀   花鳥圖   扇面|Bird on a flowering branch is a Ming dynasty (1368–1644) Folding fan mounted as an album leaf by the China artist Zhang Chong. This piece, part of the Asian Art collection, is crafted using Folding fan mounted as an album leaf; ink on gold paper. Measuring 6 1/2 x 19 1/4 in. (16.5 x 48.9 cm), the work is classified as Paintings and was created in late 16th or early 17th century.",http://example_url_19/
35998,明   佚名   倣邵彌   倣文徵明山水  扇頁|Landscape After Wen Zhengming,Folding fan mounted as an album leaf,Asian Art,China,Ming dynasty (1368–1644),Shao Mi,Folding fan mounted as an album leaf; ink and color on gold-flecked paper,6 1/2 × 18 3/4 in. (16.5 × 47.6 cm),Paintings,dated 1640,"明   佚名   倣邵彌   倣文徵明山水  扇頁|Landscape After Wen Zhengming is a Ming dynasty (1368–1644) Folding fan mounted as an album leaf by the China artist Shao Mi. This piece, part of the Asian Art collection, is crafted using Folding fan mounted as an album leaf; ink and color on gold-flecked paper. Measuring 6 1/2 × 18 3/4 in. (16.5 × 47.6 cm), the work is classified as Paintings and was created in dated 1640.",http://example_url_20/
36000,明/清   莊冏生   山水   扇面|River Landscape,Folding fan mounted as an album leaf,Asian Art,China,Qing dynasty (1644–1911),Zhuang Jiongsheng,Folding fan mounted as an album leaf; ink on gold paper,6 3/8 x 19 3/4 in. (16.2 x 50.2 cm),Paintings,Unknown,"明/清   莊冏生   山水   扇面|River Landscape is a Qing dynasty (1644–1911) Folding fan mounted as an album leaf by the China artist Zhuang Jiongsheng. This piece, part of the Asian Art collection, is crafted using Folding fan mounted as an album leaf; ink on gold paper. Measuring 6 3/8 x 19 3/4 in. (16.2 x 50.2 cm), the work is classified as Paintings .",http://example_url_21/
36001,明/清   文止   疏影橫斜   扇|Plum Blossoms,Folding fan mounted as an album leaf,Asian Art,China,Qing dynasty (1644–1911),Wen Zhi,Folding fan mounted as an album leaf; ink and color on gold paper,6 1/2 x 19 3/4 in. (16.5 x 50.2 cm),Paintings,dated 1670,"明/清   文止   疏影橫斜   扇|Plum Blossoms is a Qing dynasty (1644–1911) Folding fan mounted as an album leaf by the China artist Wen Zhi. This piece, part of the Asian Art collection, is crafted using Folding fan mounted as an album leaf; ink and color on gold paper. Measuring 6 1/2 x 19 3/4 in. (16.5 x 50.2 cm), the work is classified as Paintings and was created in dated 1670.",http://example_url_22/
36002,清　吳山濤　山水圖　扇|Riverscape with moored boats,Folding fan mounted as an album leaf,Asian Art,China,Qing dynasty (1644–1911),Wu Shantao,Folding fan mounted as an album leaf; ink on gold paper,6 1/4 x 18 5/8 in. (15.9 x 47.3 cm),Paintings,late 17th or early 18th century,"清　吳山濤　山水圖　扇|Riverscape with moored boats is a Qing dynasty (1644–1911) Folding fan mounted as an album leaf by the China artist Wu Shantao. This piece, part of the Asian Art collection, is crafted using Folding fan mounted as an album leaf; ink on gold paper. Measuring 6 1/4 x 18 5/8 in. (15.9 x 47.3 cm), the work is classified as Paintings and was created in late 17th or early 18th century.",http://example_url_23/
36004,元末明初 佚名牧羊圖團扇頁 絹本設色|Sheep and herd boy,Fan mounted as an album leaf,Asian Art,China,late Yuan (1271–1368)–early Ming (1368–1644) dynasty,Unidentified artist,Fan mounted as an album leaf; ink and color on silk,9 1/2 x 9 3/4 in. (24.1 x 24.8 cm),Paintings,14th century,"元末明初 佚名牧羊圖團扇頁 絹本設色|Sheep and herd boy is a late Yuan (1271–1368)–early Ming (1368–1644) dynasty Fan mounted as an album leaf by the China artist Unidentified artist. This piece, part of the Asian Art collection, is crafted using Fan mounted as an album leaf; ink and color on silk. Measuring 9 1/2 x 9 3/4 in. (24.1 x 24.8 cm), the work is classified as Paintings and was created in 14th century.",http://example_url_24/
36005,"南宋  夏珪  山市晴嵐圖  冊頁|Mountain Market, Clearing Mist",Album leaf,Asian Art,China,Southern Song dynasty (1127–1279),Xia Gui,"Album leaf; ink on silk  
",9 3/4 x 8 3/8 in. (24.8 x 21.3 cm),Paintings,early 13th century,"南宋  夏珪  山市晴嵐圖  冊頁|Mountain Market, Clearing Mist is a Southern Song dynasty (1127–1279) Album leaf by the China artist Xia Gui. This piece, part of the Asian Art collection, is crafted using Album leaf; ink on silk  
. Measuring 9 3/4 x 8 3/8 in. (24.8 x 21.3 cm), the work is classified as Paintings and was created in early 13th century.",http://example_url_25/
36006,Unknown,Fan mounted as an album leaf,Asian Art,China,Southern Song dynasty (1127–1279),Unknown,Fan mounted as an album leaf; ink and color on silk,9 3/8 x 9 3/5 in. (23.8 x 24.4 cm),Paintings,13th century,"Unknown is a Southern Song dynasty (1127–1279) Fan mounted as an album leaf by the China artist.This piece, part of the Asian Art collection, is crafted using Fan mounted as an album leaf; ink and color on silk. Measuring 9 3/8 x 9 3/5 in. (23.8 x 24.4 cm), the work is classified as Paintings and was created in 13th century.",http://example_url_26/
36007,南宋  佚名  雪景待渡圖  團扇|Waiting for the Ferry,Fan mounted as an album leaf,Asian Art,China,Song dynasty (960–1279),Unidentified artist,Fan mounted as an album leaf; ink on silk,9 7/8 x 10 1/8 in. (25.1 x 25.7 cm),Paintings,early 13th century,"南宋  佚名  雪景待渡圖  團扇|Waiting for the Ferry is a Song dynasty (960–1279) Fan mounted as an album leaf by the China artist Unidentified artist. This piece, part of the Asian Art collection, is crafted using Fan mounted as an album leaf; ink on silk. Measuring 9 7/8 x 10 1/8 in. (25.1 x 25.7 cm), the work is classified as Paintings and was created in early 13th century.",http://example_url_27/
36008,明   佚名   觀音羅漢圖   扇|Guanyin and the sixteen luohans,Fan mounted as an album leaf,Asian Art,China,Ming dynasty (1368–1644),Unidentified artist,"Round fan mounted as an album leaf; ink, color, and gold on silk",Sheet: H. 12 in. (30.5 cm); W. 12 1/4 in. (31.1 cm); Diam. 8 3/8 in. (21.3 cm),Paintings,16th–17th century,"明   佚名   觀音羅漢圖   扇|Guanyin and the sixteen luohans is a Ming dynasty (1368–1644) Fan mounted as an album leaf by the China artist Unidentified artist. This piece, part of the Asian Art collection, is crafted using Round fan mounted as an album leaf; ink, color, and gold on silk. Measuring Sheet: H. 12 in. (30.5 cm); W. 12 1/4 in. (31.1 cm); Diam. 8 3/8 in. (21.3 cm), the work is classified as Paintings and was created in 16th–17th century.",http://example_url_28/
36009,Unknown,Fan mounted as an album leaf,Asian Art,China,Yuan dynasty (1271–1368) (?),Unidentified artist,Fan mounted as an album leaf; ink on silk,9 3/5 x 9 3/8 in. (24.4 x 23.8 cm),Paintings,late 12th century,"Unknown is a Yuan dynasty (1271–1368) (?) Fan mounted as an album leaf by the China artist Unidentified artist. This piece, part of the Asian Art collection, is crafted using Fan mounted as an album leaf; ink on silk. Measuring 9 3/5 x 9 3/8 in. (24.4 x 23.8 cm), the work is classified as Paintings and was created in late 12th century.",http://example_url_29/
36010,明  佚名  遊行天王圖  軸|Journey of the Tianwang (Devaradja),Hanging scroll,Asian Art,China,Ming dynasty (1368–1644),Unidentified artist,Hanging scroll; ink and color on silk,"Image: 47 3/4 × 20 3/4 in. (121.3 × 52.7 cm)
Overall with mounting: 9 ft. 5 1/2 in. × 28 1/8 in. (288.3 × 71.4 cm)
Overall with knobs: 9 ft. 5 1/2 in. × 32 1/2 in. (288.3 × 82.6 cm)",Paintings,16th–17th century,"明  佚名  遊行天王圖  軸|Journey of the Tianwang (Devaradja) is a Ming dynasty (1368–1644) Hanging scroll by the China artist Unidentified artist. This piece, part of the Asian Art collection, is crafted using Hanging scroll; ink and color on silk. Measuring Image: 47 3/4 × 20 3/4 in. (121.3 × 52.7 cm)
Overall with mounting: 9 ft. 5 1/2 in. × 28 1/8 in. (288.3 × 71.4 cm)
Overall with knobs: 9 ft. 5 1/2 in. × 32 1/2 in. (288.3 × 82.6 cm), the work is classified as Paintings and was created in 16th–17th century.",http://example_url_30/
36011,明　佚名　舊傳夏珪　長江萬里圖　卷 (前半) |First half of Ten Thousand Li of the Yangzi River,Handscroll,Asian Art,China,Ming dynasty (1368–1644),Unidentified artist,Handscroll; ink and color on silk,Image: 23 3/8 in. × 17 ft. 1 3/8 in. (59.4 × 521.7 cm),Paintings,late 15th century,"明　佚名　舊傳夏珪　長江萬里圖　卷 (前半) |First half of Ten Thousand Li of the Yangzi River is a Ming dynasty (1368–1644) Handscroll by the China artist Unidentified artist. This piece, part of the Asian Art collection, is crafted using Handscroll; ink and color on silk. Measuring Image: 23 3/8 in. × 17 ft. 1 3/8 in. (59.4 × 521.7 cm), the work is classified as Paintings and was created in late 15th century.",http://example_url_31/
36012,明 佚名 人物山水  軸|Scholar Admiring Autumn Scenery,Hanging scroll,Asian Art,China,Ming dynasty (1368–1644),Unidentified artist,Hanging scroll; ink and color on silk,Image: 88 1/4 x 48 in. (224.2 x 121.9 cm),Paintings,late 15th–early 16th century,"明 佚名 人物山水  軸|Scholar Admiring Autumn Scenery is a Ming dynasty (1368–1644) Hanging scroll by the China artist Unidentified artist. This piece, part of the Asian Art collection, is crafted using Hanging scroll; ink and color on silk. Measuring Image: 88 1/4 x 48 in. (224.2 x 121.9 cm), the work is classified as Paintings and was created in late 15th–early 16th century.",http://example_url_32/
36013,"明   傳仇英   文玉圖	軸圖  軸|Lady in a Bamboo Grove",Hanging scroll,Asian Art,China,Ming dynasty (1368–1644),Qiu Ying,Hanging scroll; ink and color on silk,"Image: 49 × 17 1/2 in. (124.5 × 44.5 cm)
Overall with mounting: 9 ft. 5 1/8 in. × 25 3/8 in. (287.3 × 64.5 cm)
Overall with knobs: 9 ft. 5 1/8 in. × 29 1/2 in. (287.3 × 74.9 cm)",Paintings,Unknown,"明   傳仇英   文玉圖	軸圖  軸|Lady in a Bamboo Grove is a Ming dynasty (1368–1644) Hanging scroll by the China artist Qiu Ying. This piece, part of the Asian Art collection, is crafted using Hanging scroll; ink and color on silk. Measuring Image: 49 × 17 1/2 in. (124.5 × 44.5 cm)
Overall with mounting: 9 ft. 5 1/8 in. × 25 3/8 in. (287.3 × 64.5 cm)
Overall with knobs: 9 ft. 5 1/8 in. × 29 1/2 in. (287.3 × 74.9 cm), the work is classified as Paintings .",http://example_url_33/
36014,清 山水圖  軸|Landscape,Hanging scroll,Asian Art,China,Qing dynasty (1644–1911),Zhao Zuo,Hanging scroll; ink on silk,58 1/4 x 26 1/8 in. (148 x 66.4 cm),Paintings,Unknown,"清 山水圖  軸|Landscape is a Qing dynasty (1644–1911) Hanging scroll by the China artist Zhao Zuo. This piece, part of the Asian Art collection, is crafted using Hanging scroll; ink on silk. Measuring 58 1/4 x 26 1/8 in. (148 x 66.4 cm), the work is classified as Paintings .",http://example_url_34/
36015,清   陳書   白鸚鵡圖   軸|Cockatoo,Hanging scroll,Asian Art,China,Qing dynasty (1644–1911),Chen Shu,Hanging scroll; ink and color on paper,37 1/16 x 17 3/16 in. (94.1 x 43.7 cm),Paintings,dated 1721,"清   陳書   白鸚鵡圖   軸|Cockatoo is a Qing dynasty (1644–1911) Hanging scroll by the China artist Chen Shu. This piece, part of the Asian Art collection, is crafted using Hanging scroll; ink and color on paper. Measuring 37 1/16 x 17 3/16 in. (94.1 x 43.7 cm), the work is classified as Paintings and was created in dated 1721.",http://example_url_35/
36016,Unknown,Hanging scroll,Asian Art,China,Qing dynasty (1644–1911),Yun Shouping,Hanging scroll; ink on paper,38 7/8  x 13 1/8 in. (98.7 x 33.3 cm),Paintings,Unknown,"Unknown is a Qing dynasty (1644–1911) Hanging scroll by the China artist Yun Shouping. This piece, part of the Asian Art collection, is crafted using Hanging scroll; ink on paper. Measuring 38 7/8  x 13 1/8 in. (98.7 x 33.3 cm), the work is classified as Paintings .",http://example_url_36/
36017,清    湯貽汾    山水圖    軸|Landscape,Hanging scroll,Asian Art,China,Qing dynasty (1644–1911),Tang Yifen,Hanging scroll; ink on paper,"Image: 46 x 10 3/4 in. (116.8 x 27.3 cm)
Overall with mounting: 97 1/2 x 17 1/2 in. (247.7 x 44.5 cm)
Overall with knobs: 97 1/2 x 20 1/8 in. (247.7 x 51.1 cm)",Paintings,dated 1845,"清    湯貽汾    山水圖    軸|Landscape is a Qing dynasty (1644–1911) Hanging scroll by the China artist Tang Yifen. This piece, part of the Asian Art collection, is crafted using Hanging scroll; ink on paper. Measuring Image: 46 x 10 3/4 in. (116.8 x 27.3 cm)
Overall with mounting: 97 1/2 x 17 1/2 in. (247.7 x 44.5 cm)
Overall with knobs: 97 1/2 x 20 1/8 in. (247.7 x 51.1 cm), the work is classified as Paintings and was created in dated 1845.",http://example_url_37/
36018,清   佚名   倣石濤   十六羅漢圖   卷|(Copy after) The Sixteen Luohans,Handscroll,Asian Art,China,Qing dynasty (1644–1911),Shitao (Zhu Ruoji),Handscroll; ink on paper,19 5/8 in. × 20 ft. 9 3/4 in. (49.8 × 634.4 cm),Paintings,19th–early 20th century,"清   佚名   倣石濤   十六羅漢圖   卷|(Copy after) The Sixteen Luohans is a Qing dynasty (1644–1911) Handscroll by the China artist Shitao (Zhu Ruoji). This piece, part of the Asian Art collection, is crafted using Handscroll; ink on paper. Measuring 19 5/8 in. × 20 ft. 9 3/4 in. (49.8 × 634.4 cm), the work is classified as Paintings and was created in 19th–early 20th century.",http://example_url_38/
36019,明   佚名   傳文伯仁   山水圖   卷|Landscape,Handscroll,Asian Art,China,Ming (1368–1644)–Qing (1644–1911) dynasty,Wen Boren,Handscroll; ink and color on paper,"Image: 7 1/16 × 48 1/2 in. (17.9 × 123.2 cm)
Overall with mounting: 9 9/16 in. × 10 ft. 11 1/2 in. (24.3 × 334 cm)",Paintings,dated 1558,"明   佚名   傳文伯仁   山水圖   卷|Landscape is a Ming (1368–1644)–Qing (1644–1911) dynasty Handscroll by the China artist Wen Boren. This piece, part of the Asian Art collection, is crafted using Handscroll; ink and color on paper. Measuring Image: 7 1/16 × 48 1/2 in. (17.9 × 123.2 cm)
Overall with mounting: 9 9/16 in. × 10 ft. 11 1/2 in. (24.3 × 334 cm), the work is classified as Paintings and was created in dated 1558.",http://example_url_39/
36020,"明/清   佚名   傳馬麟   石榴白鳥圖   冊頁	|Pomegranates after Ma Lin",Album leaf,Asian Art,China,Ming (1368–1644)–Qing (1644–1911) dynasty,Ma Lin|Unidentified artist,Album leaf; ink and color on silk,10 3/4 x 10 3/4 in. (27.3 x 27.3 cm),Paintings,Unknown,"明/清   佚名   傳馬麟   石榴白鳥圖   冊頁	|Pomegranates after Ma Lin is a Ming (1368–1644)–Qing (1644–1911) dynasty Album leaf by the China artist Ma Lin|Unidentified artist. This piece, part of the Asian Art collection, is crafted using Album leaf; ink and color on silk. Measuring 10 3/4 x 10 3/4 in. (27.3 x 27.3 cm), the work is classified as Paintings .",http://example_url_40/
