Object ID,Title,Object Name,Department,Culture,Period,Artist Display Name,Medium,Dimensions,Classification,Object Date,General_Text_Description,url
37931,Unknown,Folio,Asian Art,"India (Madhya Pradesh, Malwa)",Unknown,Unknown,Ink and opaque watercolor on paper,7 5/8 x 14 in. (19.4 x 35.6 cm),Paintings,ca. 1700,"Unknown is a Unknown Folio by the India (Madhya Pradesh, Malwa) artist.This piece, part of the Asian Art collection, is crafted using Ink and opaque watercolor on paper. Measuring 7 5/8 x 14 in. (19.4 x 35.6 cm), the work is classified as Paintings and was created in ca. 1700.",http://example_url_305/
37932,Unknown,Folio,Asian Art,"India (Rajasthan, Marwar)",Unknown,Unknown,Ink and opaque watercolor on paper,4 1/4 x 9 15/16 in. (10.8 x 25.2 cm),Paintings,late 17th century,"Unknown is a Unknown Folio by the India (Rajasthan, Marwar) artist.This piece, part of the Asian Art collection, is crafted using Ink and opaque watercolor on paper. Measuring 4 1/4 x 9 15/16 in. (10.8 x 25.2 cm), the work is classified as Paintings and was created in late 17th century.",http://example_url_306/
37933,Unknown,Folio,Asian Art,"India (Maharashtra, Paithan)",Unknown,Unknown,Ink and opaque watercolor on paper,11 x 16 1/4 in. (27.9 x 41.3 cm),Paintings,ca. 1800,"Unknown is a Unknown Folio by the India (Maharashtra, Paithan) artist.This piece, part of the Asian Art collection, is crafted using Ink and opaque watercolor on paper. Measuring 11 x 16 1/4 in. (27.9 x 41.3 cm), the work is classified as Paintings and was created in ca. 1800.",http://example_url_307/
37934,Unknown,Folio,Asian Art,"Western India, Maharashtra, Paithan or northern Karnataka",Unknown,Unknown,Ink and opaque watercolor on paper,12 1/4 x 17 1/8 in. (31.1 x 43.5 cm),Paintings,1800–1850,"Unknown is a Unknown Folio by the Western India, Maharashtra, Paithan or northern Karnataka artist.This piece, part of the Asian Art collection, is crafted using Ink and opaque watercolor on paper. Measuring 12 1/4 x 17 1/8 in. (31.1 x 43.5 cm), the work is classified as Paintings and was created in 1800–1850.",http://example_url_308/
37935,Unknown,Folio,Asian Art,"Western India, Maharashtra, Paithan or northern Karnataka",Unknown,Unknown,Opaque watercolor and ink on paper,12 3/8 x 17 3/8 in. (31.4 x 44.1 cm),Paintings,1800–1850,"Unknown is a Unknown Folio by the Western India, Maharashtra, Paithan or northern Karnataka artist.This piece, part of the Asian Art collection, is crafted using Opaque watercolor and ink on paper. Measuring 12 3/8 x 17 3/8 in. (31.4 x 44.1 cm), the work is classified as Paintings and was created in 1800–1850.",http://example_url_309/
37936,Unknown,Folio,Asian Art,"India (Gujarat, Ahmedabad)",Unknown,Unknown,Ink and opaque watercolor on paper,4 1/8 x 9 5/8 in. (10.5 x 24.5 cm),Paintings,1600–10,"Unknown is a Unknown Folio by the India (Gujarat, Ahmedabad) artist.This piece, part of the Asian Art collection, is crafted using Ink and opaque watercolor on paper. Measuring 4 1/8 x 9 5/8 in. (10.5 x 24.5 cm), the work is classified as Paintings and was created in 1600–10.",http://example_url_310/
37937,Unknown,Folio,Asian Art,"India (Rajasthan, Bikaner)",Unknown,Unknown,Manuscript leaf; ink and opaque water color on paper,2 3/4 x 9 3/16 in. (7 x 23.3 cm),Paintings,early 17th century (?),"Unknown is a Unknown Folio by the India (Rajasthan, Bikaner) artist.This piece, part of the Asian Art collection, is crafted using Manuscript leaf; ink and opaque water color on paper. Measuring 2 3/4 x 9 3/16 in. (7 x 23.3 cm), the work is classified as Paintings and was created in early 17th century (?).",http://example_url_311/
37938,Unknown,Folio,Asian Art,India (Gujarat),Unknown,Unknown,Ink and opaque watercolor on paper,"Image: 9 in. × 7 1/2 in. (22.9 × 19.1 cm)
Sheet: 10 3/4 x 8 3/4 in. (27.3 x 22.2 cm)",Paintings,ca. 1640–50,"Unknown is a Unknown Folio by the India (Gujarat) artist.This piece, part of the Asian Art collection, is crafted using Ink and opaque watercolor on paper. Measuring Image: 9 in. × 7 1/2 in. (22.9 × 19.1 cm)
Sheet: 10 3/4 x 8 3/4 in. (27.3 x 22.2 cm), the work is classified as Paintings and was created in ca. 1640–50.",http://example_url_312/
37939,Unknown,Folio,Asian Art,India (Gujarat),Unknown,Unknown,Ink and opaque watercolor on paper,10 3/8 x 8 7/8 in. (26.4 x 22.5 cm),Paintings,1640–50,"Unknown is a Unknown Folio by the India (Gujarat) artist.This piece, part of the Asian Art collection, is crafted using Ink and opaque watercolor on paper. Measuring 10 3/8 x 8 7/8 in. (26.4 x 22.5 cm), the work is classified as Paintings and was created in 1640–50.",http://example_url_313/
37940,Unknown,Folio,Asian Art,"India (Himachal Pradesh, Mankot)",Unknown,Unknown,Ink and opaque watercolor on paper,"Image: 7 in. × 6 5/8 in. (17.8 × 16.8 cm)
Sheet: 8 3/8 × 8 1/8 in. (21.3 × 20.6 cm)",Paintings,ca. 1700–1710,"Unknown is a Unknown Folio by the India (Himachal Pradesh, Mankot) artist.This piece, part of the Asian Art collection, is crafted using Ink and opaque watercolor on paper. Measuring Image: 7 in. × 6 5/8 in. (17.8 × 16.8 cm)
Sheet: 8 3/8 × 8 1/8 in. (21.3 × 20.6 cm), the work is classified as Paintings and was created in ca. 1700–1710.",http://example_url_314/
37941,Unknown,Folio,Asian Art,"India (Punjab Hills, Basohli)",Unknown,Devidasa of Nurpur,"Opaque watercolor, ink, silver, and  gold on paper","Overall: 8 5/8 x 12 3/4in. (21.9 x 32.4cm)
Painting within ruled lines: 6 3/4 x 11 1/4 in. (17.2 x 28.6 cm)",Paintings,dated 1694–95,"Unknown is a Unknown Folio by the India (Punjab Hills, Basohli) artist Devidasa of Nurpur. This piece, part of the Asian Art collection, is crafted using Opaque watercolor, ink, silver, and  gold on paper. Measuring Overall: 8 5/8 x 12 3/4in. (21.9 x 32.4cm)
Painting within ruled lines: 6 3/4 x 11 1/4 in. (17.2 x 28.6 cm), the work is classified as Paintings and was created in dated 1694–95.",http://example_url_315/
37942,Unknown,Folio,Asian Art,"India (Basohli, Jammu)",Unknown,Devidasa of Nurpur,"Opaque watercolor, ink, silver, and gold on paper","Image: 6 1/2 x 10 7/8 in. (16.5 x 27.6 cm)
Sheet: 8 x 12 1/4 in. (20.3 x 31.1 cm)
Framed: 15 5/8 x 20 1/2 in. (39.7 x 52.1 cm)",Paintings,dated 1694–95,"Unknown is a Unknown Folio by the India (Basohli, Jammu) artist Devidasa of Nurpur. This piece, part of the Asian Art collection, is crafted using Opaque watercolor, ink, silver, and gold on paper. Measuring Image: 6 1/2 x 10 7/8 in. (16.5 x 27.6 cm)
Sheet: 8 x 12 1/4 in. (20.3 x 31.1 cm)
Framed: 15 5/8 x 20 1/2 in. (39.7 x 52.1 cm), the work is classified as Paintings and was created in dated 1694–95.",http://example_url_316/
37943,Unknown,Folio,Asian Art,"India (Punjab Hills, Bilaspur)",Unknown,Unknown,Ink and opaque watercolor on paper,8 7/8 x 12 in. (22.6 x 30.5 cm),Paintings,last quarter of the 17th century,"Unknown is a Unknown Folio by the India (Punjab Hills, Bilaspur) artist.This piece, part of the Asian Art collection, is crafted using Ink and opaque watercolor on paper. Measuring 8 7/8 x 12 in. (22.6 x 30.5 cm), the work is classified as Paintings and was created in last quarter of the 17th century.",http://example_url_317/
37944,Unknown,Folio,Asian Art,"India (Punjab Hills, Bilaspur)",Unknown,Unknown,Ink and opaque watercolor on paper,8 7/8 x 11 1/2 in. (22.5 x 29.2 cm),Paintings,last quarter of the 17th century,"Unknown is a Unknown Folio by the India (Punjab Hills, Bilaspur) artist.This piece, part of the Asian Art collection, is crafted using Ink and opaque watercolor on paper. Measuring 8 7/8 x 11 1/2 in. (22.5 x 29.2 cm), the work is classified as Paintings and was created in last quarter of the 17th century.",http://example_url_318/
37945,Unknown,Painting,Asian Art,"India (Punjab Hills, Chamba)",Unknown,Unknown,Ink and opaque watercolor on paper,8 3/4 x 5 15/16 in. (22.2 x 15.1 cm),Paintings,18th century,"Unknown is a Unknown Painting by the India (Punjab Hills, Chamba) artist.This piece, part of the Asian Art collection, is crafted using Ink and opaque watercolor on paper. Measuring 8 3/4 x 5 15/16 in. (22.2 x 15.1 cm), the work is classified as Paintings and was created in 18th century.",http://example_url_319/
37946,Unknown,Folio,Asian Art,"Northern India, Garwhal, Himachal Pradesh",Unknown,First generation after Manaku and Nainsukh,Opaque watercolor and ink on paper,8 x 10 1/2 in. (20.3 x 26.7 cm),Paintings,ca. 1785,"Unknown is a Unknown Folio by the Northern India, Garwhal, Himachal Pradesh artist First generation after Manaku and Nainsukh. This piece, part of the Asian Art collection, is crafted using Opaque watercolor and ink on paper. Measuring 8 x 10 1/2 in. (20.3 x 26.7 cm), the work is classified as Paintings and was created in ca. 1785.",http://example_url_320/
37947,Unknown,Folio,Asian Art,"India, Guler, Himachal Pradesh",Unknown,Manaku,"Opaque watercolor, ink and gold on paper","Image: 22 1/4 × 31 1/4 in. (56.5 × 79.4 cm)
Sheet: 23 1/2 × 32 3/4 in. (59.7 × 83.2 cm)",Paintings,ca. 1725,"Unknown is a Unknown Folio by the India, Guler, Himachal Pradesh artist Manaku. This piece, part of the Asian Art collection, is crafted using Opaque watercolor, ink and gold on paper. Measuring Image: 22 1/4 × 31 1/4 in. (56.5 × 79.4 cm)
Sheet: 23 1/2 × 32 3/4 in. (59.7 × 83.2 cm), the work is classified as Paintings and was created in ca. 1725.",http://example_url_321/
37948,Unknown,Folio,Asian Art,"India, Punjab Hills, kingdom of Guler",Unknown,Manaku,Ink and opaque watercolor on paper,22 5/16 x 33 in. (56.7 x 83.8 cm),Paintings,ca. 1725,"Unknown is a Unknown Folio by the India, Punjab Hills, kingdom of Guler artist Manaku. This piece, part of the Asian Art collection, is crafted using Ink and opaque watercolor on paper. Measuring 22 5/16 x 33 in. (56.7 x 83.8 cm), the work is classified as Paintings and was created in ca. 1725.",http://example_url_322/
37949,Unknown,Drawing,Asian Art,"India, Punjab Hills, kingdom of Guler",Unknown,Manaku,Ink on paper,24 1/2 x 32 5/8 in. (62.2 x 82.9 cm),Paintings,ca. 1725,"Unknown is a Unknown Drawing by the India, Punjab Hills, kingdom of Guler artist Manaku. This piece, part of the Asian Art collection, is crafted using Ink on paper. Measuring 24 1/2 x 32 5/8 in. (62.2 x 82.9 cm), the work is classified as Paintings and was created in ca. 1725.",http://example_url_323/
37950,Unknown,Drawing,Asian Art,"India, Punjab Hills, kingdom of Guler",Unknown,Manaku,Ink on paper,"Page: 23 1/2 x 33 in. (59.7 x 83.8 cm)
Image: 22 3/8 x 31 1/2 in. (56.8 x 80 cm)",Paintings,ca. 1725,"Unknown is a Unknown Drawing by the India, Punjab Hills, kingdom of Guler artist Manaku. This piece, part of the Asian Art collection, is crafted using Ink on paper. Measuring Page: 23 1/2 x 33 in. (59.7 x 83.8 cm)
Image: 22 3/8 x 31 1/2 in. (56.8 x 80 cm), the work is classified as Paintings and was created in ca. 1725.",http://example_url_324/
37951,Unknown,Folio,Asian Art,"India (Punjab Hills, Guler)",Unknown,Unknown,Ink and opaque watercolor on paper,8 1/4 x 11 1/2 in. (21 x 29.2 cm),Paintings,ca. 1790,"Unknown is a Unknown Folio by the India (Punjab Hills, Guler) artist.This piece, part of the Asian Art collection, is crafted using Ink and opaque watercolor on paper. Measuring 8 1/4 x 11 1/2 in. (21 x 29.2 cm), the work is classified as Paintings and was created in ca. 1790.",http://example_url_325/
37952,Unknown,Folio,Asian Art,"India (Punjab Hills, Guler)",Unknown,Unknown,Ink and opaque watercolor on paper,6 1/4 x 8 3/8 in. (15.9 x 21.3 cm),Paintings,ca. 1760–70,"Unknown is a Unknown Folio by the India (Punjab Hills, Guler) artist.This piece, part of the Asian Art collection, is crafted using Ink and opaque watercolor on paper. Measuring 6 1/4 x 8 3/8 in. (15.9 x 21.3 cm), the work is classified as Paintings and was created in ca. 1760–70.",http://example_url_326/
37953,Unknown,Folio,Asian Art,"India (Punjab Hills, Guler)",Unknown,Unknown,Ink and opaque watercolor on paper,Overall: 12 1/2 x 9 1/2 in. (31.8 x 24.1 cm),Paintings,ca.1800,"Unknown is a Unknown Folio by the India (Punjab Hills, Guler) artist.This piece, part of the Asian Art collection, is crafted using Ink and opaque watercolor on paper. Measuring Overall: 12 1/2 x 9 1/2 in. (31.8 x 24.1 cm), the work is classified as Paintings and was created in ca.1800.",http://example_url_327/
37954,Unknown,Folio,Asian Art,"India (Himachal Pradesh, Kangra)",Unknown,Unknown,"Ink, opaque watercolor, silver, and gold on paper",9 3/4 x 14 in. (24.8 x 35.6 cm),Paintings,ca. 1780,"Unknown is a Unknown Folio by the India (Himachal Pradesh, Kangra) artist.This piece, part of the Asian Art collection, is crafted using Ink, opaque watercolor, silver, and gold on paper. Measuring 9 3/4 x 14 in. (24.8 x 35.6 cm), the work is classified as Paintings and was created in ca. 1780.",http://example_url_328/
37955,Unknown,Folio,Asian Art,"India (Kangra, Himachal Pradesh)",Unknown,Unknown,Opaque watercolor and ink on paper,"Page: 9 15/16 x 14 1/16 in. (25.2 x 35.7 cm)
Image: 8 1/8 x 12 1/8 in. (20.6 x 30.8 cm)",Paintings,ca. 1780,"Unknown is a Unknown Folio by the India (Kangra, Himachal Pradesh) artist.This piece, part of the Asian Art collection, is crafted using Opaque watercolor and ink on paper. Measuring Page: 9 15/16 x 14 1/16 in. (25.2 x 35.7 cm)
Image: 8 1/8 x 12 1/8 in. (20.6 x 30.8 cm), the work is classified as Paintings and was created in ca. 1780.",http://example_url_329/
37956,Unknown,Folio,Asian Art,"India, Punjab Hills, kingdom of Kangra",Unknown,Nainsukh,Ink and opaque watercolor on paper,9 5/8 x 13 15/16 in. (24.5 x 35.4 cm),Paintings,ca. 1780,"Unknown is a Unknown Folio by the India, Punjab Hills, kingdom of Kangra artist Nainsukh. This piece, part of the Asian Art collection, is crafted using Ink and opaque watercolor on paper. Measuring 9 5/8 x 13 15/16 in. (24.5 x 35.4 cm), the work is classified as Paintings and was created in ca. 1780.",http://example_url_330/
37958,Unknown,Folio,Asian Art,"India (Punjab Hills, Guler)",Unknown,Unknown,Ink and opaque watercolor on paper,Within borders:  6 7/8 x 9 1/8 in. (17.5 x 23.2 cm),Paintings,ca. 1810–20,"Unknown is a Unknown Folio by the India (Punjab Hills, Guler) artist.This piece, part of the Asian Art collection, is crafted using Ink and opaque watercolor on paper. Measuring Within borders:  6 7/8 x 9 1/8 in. (17.5 x 23.2 cm), the work is classified as Paintings and was created in ca. 1810–20.",http://example_url_331/
37959,Unknown,Painting,Asian Art,"India (Punjab Hills, Sirmur)",Unknown,Unknown,Ink and opaque watercolor on paper,7 3/8 x 9 3/4 in. (18.7 x 24.8 cm),Paintings,ca. 1830,"Unknown is a Unknown Painting by the India (Punjab Hills, Sirmur) artist.This piece, part of the Asian Art collection, is crafted using Ink and opaque watercolor on paper. Measuring 7 3/8 x 9 3/4 in. (18.7 x 24.8 cm), the work is classified as Paintings and was created in ca. 1830.",http://example_url_332/
37960,Unknown,Painting,Asian Art,India (Rajasthan),Unknown,Unknown,Ink and opaque watercolor on cloth,Overall: 51 1/4 x 45 3/4 in. (130.2 x 116.2 cm),Paintings,ca. 1800,"Unknown is a Unknown Painting by the India (Rajasthan) artist.This piece, part of the Asian Art collection, is crafted using Ink and opaque watercolor on cloth. Measuring Overall: 51 1/4 x 45 3/4 in. (130.2 x 116.2 cm), the work is classified as Paintings and was created in ca. 1800.",http://example_url_333/
37961,Unknown,Folio,Asian Art,India (Gujarat),Unknown,Unknown,Ink and opaque watercolor on paper,3 3/16 x 4 1/2 in. (8.1 x 11.4 cm),Paintings,ca. 1800,"Unknown is a Unknown Folio by the India (Gujarat) artist.This piece, part of the Asian Art collection, is crafted using Ink and opaque watercolor on paper. Measuring 3 3/16 x 4 1/2 in. (8.1 x 11.4 cm), the work is classified as Paintings and was created in ca. 1800.",http://example_url_334/
37962,Unknown,Folio,Asian Art,North India (Delhi -Agra area),Unknown,Master of the "Isarda" Bhagavata Purana,Opaque watercolor and ink on paper,Image: 7 3/8 × 10 1/8 in. (18.7 × 25.7 cm),Paintings,ca. 1560–65,"Unknown is a Unknown Folio by the North India (Delhi -Agra area) artist Master of the ""Isarda"" Bhagavata Purana. This piece, part of the Asian Art collection, is crafted using Opaque watercolor and ink on paper. Measuring Image: 7 3/8 × 10 1/8 in. (18.7 × 25.7 cm), the work is classified as Paintings and was created in ca. 1560–65.",http://example_url_335/
37963,Unknown,Manuscript,Asian Art,India (Gujarat),Unknown,Unknown,"Ink, opaque watercolor, and gold on paper",4 3/8 x 10 1/8 in. (11.1 x 25.7 cm),Paintings,1461 (Samvat 1519),"Unknown is a Unknown Manuscript by the India (Gujarat) artist.This piece, part of the Asian Art collection, is crafted using Ink, opaque watercolor, and gold on paper. Measuring 4 3/8 x 10 1/8 in. (11.1 x 25.7 cm), the work is classified as Paintings and was created in 1461 (Samvat 1519).",http://example_url_336/
37964,Unknown,Folio,Asian Art,India (Gujarat),Unknown,Bhadrabahu,"Ink, opaque watercolor, and gold on paper",(Average size .1–.71): 4 1/2 x 11 3/8 in. (11.4 x 28.9 cm),Paintings,15th century,"Unknown is a Unknown Folio by the India (Gujarat) artist Bhadrabahu. This piece, part of the Asian Art collection, is crafted using Ink, opaque watercolor, and gold on paper. Measuring (Average size .1–.71): 4 1/2 x 11 3/8 in. (11.4 x 28.9 cm), the work is classified as Paintings and was created in 15th century.",http://example_url_337/
37965,Unknown,Manuscript covers,Asian Art,Tibet,Unknown,Unknown,Distemper and gold on wood,Overall: 4 1/8 x 14 1/8 in. (10.5 x 35.9 cm),Paintings,ca. 12th century,"Unknown is a Unknown Manuscript covers by the Tibet artist.This piece, part of the Asian Art collection, is crafted using Distemper and gold on wood. Measuring Overall: 4 1/8 x 14 1/8 in. (10.5 x 35.9 cm), the work is classified as Paintings and was created in ca. 12th century.",http://example_url_338/
37966,Unknown,Tangka,Asian Art,Central Tibet,Unknown,Unknown,Distemper on cloth,27 1/8 x 21 1/4 in. (68.9 x 54 cm),Paintings,ca. 1200–50,"Unknown is a Unknown Tangka by the Central Tibet artist.This piece, part of the Asian Art collection, is crafted using Distemper on cloth. Measuring 27 1/8 x 21 1/4 in. (68.9 x 54 cm), the work is classified as Paintings and was created in ca. 1200–50.",http://example_url_339/
37967,Unknown,Folio,Asian Art,"India (Rajasthan, Amber?)",Unknown,Unknown,"Ink, opaque watercolor, and gold on paper",Sheet: 5 11/16 × 5 3/16 in. (14.4 × 13.2 cm),Paintings,ca. 1610,"Unknown is a Unknown Folio by the India (Rajasthan, Amber?) artist.This piece, part of the Asian Art collection, is crafted using Ink, opaque watercolor, and gold on paper. Measuring Sheet: 5 11/16 × 5 3/16 in. (14.4 × 13.2 cm), the work is classified as Paintings and was created in ca. 1610.",http://example_url_340/
37968,Unknown,Painting,Asian Art,"India (Rajasthan, Jaipur)",Unknown,Unknown,"Ink, opaque watercolor, and gold on paper",13 3/4 x 9 3/8 in. (34.9 x 23.8 cm),Paintings,1760,"Unknown is a Unknown Painting by the India (Rajasthan, Jaipur) artist.This piece, part of the Asian Art collection, is crafted using Ink, opaque watercolor, and gold on paper. Measuring 13 3/4 x 9 3/8 in. (34.9 x 23.8 cm), the work is classified as Paintings and was created in 1760.",http://example_url_341/
37970,Unknown,Painting,Asian Art,Tibet,Unknown,Unknown,Distemper on cloth,"Overall: 18 1/4 x 14 1/4 in. (46.4 x 36.2 cm)
Framed: 31 3/4 x 21 13/16 in. (80.6 x 55.4 cm)",Paintings,last quarter of the 11th century,"Unknown is a Unknown Painting by the Tibet artist.This piece, part of the Asian Art collection, is crafted using Distemper on cloth. Measuring Overall: 18 1/4 x 14 1/4 in. (46.4 x 36.2 cm)
Framed: 31 3/4 x 21 13/16 in. (80.6 x 55.4 cm), the work is classified as Paintings and was created in last quarter of the 11th century.",http://example_url_342/
37971,Unknown,Painting,Asian Art,Central Tibet,Unknown,Unknown,Distemper on cloth,Overall: 30 3/8 x 23 1/2 in. (77.2 x 59.7 cm),Paintings,ca. 1350,"Unknown is a Unknown Painting by the Central Tibet artist.This piece, part of the Asian Art collection, is crafted using Distemper on cloth. Measuring Overall: 30 3/8 x 23 1/2 in. (77.2 x 59.7 cm), the work is classified as Paintings and was created in ca. 1350.",http://example_url_343/
37972,Unknown,Folio,Asian Art,"India (Rajasthan, Amber?)",Unknown,Unknown,"Ink, gold and opaque watercolor on paper","Image: 3 5/8 × 5 1/4 in. (9.2 × 13.3 cm)
Sheet: 4 3/8 × 5 1/2 in. (11.1 × 14 cm)",Paintings,ca.1610,"Unknown is a Unknown Folio by the India (Rajasthan, Amber?) artist.This piece, part of the Asian Art collection, is crafted using Ink, gold and opaque watercolor on paper. Measuring Image: 3 5/8 × 5 1/4 in. (9.2 × 13.3 cm)
Sheet: 4 3/8 × 5 1/2 in. (11.1 × 14 cm), the work is classified as Paintings and was created in ca.1610.",http://example_url_344/
37973,Unknown,Folio,Asian Art,"India (Rajasthan, Mewar)",Unknown,Unknown,"Ink, opaque watercolor, and gold on paper",9 7/16 x 10 7/8 in. (24 x 27.6 cm),Paintings,ca. 1715–20,"Unknown is a Unknown Folio by the India (Rajasthan, Mewar) artist.This piece, part of the Asian Art collection, is crafted using Ink, opaque watercolor, and gold on paper. Measuring 9 7/16 x 10 7/8 in. (24 x 27.6 cm), the work is classified as Paintings and was created in ca. 1715–20.",http://example_url_345/
37974,Unknown,Painting,Asian Art,"Western India, Rajasthan, Udaipur",Unknown,Pannalai,"Ink, opaque watercolor, and gold on paper",Image: 13 3/8 x 18 1/4 in. (34 x 46.4 cm); Page: 21 7/8 x 17 15/16 in. (55.6 x 45.6 cm),Paintings,dated 1917,"Unknown is a Unknown Painting by the Western India, Rajasthan, Udaipur artist Pannalai. This piece, part of the Asian Art collection, is crafted using Ink, opaque watercolor, and gold on paper. Measuring Image: 13 3/8 x 18 1/4 in. (34 x 46.4 cm); Page: 21 7/8 x 17 15/16 in. (55.6 x 45.6 cm), the work is classified as Paintings and was created in dated 1917.",http://example_url_346/
37975,Unknown,Book cover,Asian Art,Nepal (Kathmandu Valley),Thakuri-Malla periods,Unknown,"Ink and color on wood, with metal insets",2 1/4 x 22 3/8 in. (5.7 x 56.8 cm),Paintings,10th–11th century,"Unknown is a Thakuri-Malla periods Book cover by the Nepal (Kathmandu Valley) artist.This piece, part of the Asian Art collection, is crafted using Ink and color on wood, with metal insets. Measuring 2 1/4 x 22 3/8 in. (5.7 x 56.8 cm), the work is classified as Paintings and was created in 10th–11th century.",http://example_url_347/
37976,Unknown,Folio,Asian Art,India (Bengal) or Bangladesh,Pala period,Unknown,Ink and color on palm leaf,"H. 2 1/4 in. (5.7 cm); L. 22 1/8 in. (56.2 cm)

",Paintings,ca. 1090,"Unknown is a Pala period Folio by the India (Bengal) or Bangladesh artist.This piece, part of the Asian Art collection, is crafted using Ink and color on palm leaf. Measuring H. 2 1/4 in. (5.7 cm); L. 22 1/8 in. (56.2 cm)

, the work is classified as Paintings and was created in ca. 1090.",http://example_url_348/
37977,Unknown,Folio,Asian Art,India (Bengal) or Bangladesh,Pala period,Unknown,Opaque watercolor on palm leaf,"2 1/8 x 10 5/8 in. (5.4 x 27 cm)



",Paintings,ca. 1090,"Unknown is a Pala period Folio by the India (Bengal) or Bangladesh artist.This piece, part of the Asian Art collection, is crafted using Opaque watercolor on palm leaf. Measuring 2 1/8 x 10 5/8 in. (5.4 x 27 cm)



, the work is classified as Paintings and was created in ca. 1090.",http://example_url_349/
37979,Unknown,Folio,Asian Art,India (Bihar or West Bengal),Pala period,Unknown,Ink and color on palm leaf,"Image: 2 in. × 21 3/4 in. (5.1 × 55.2 cm)
Sheet: 22 × 28 in. (55.9 × 71.1 cm)",Paintings,12th century,"Unknown is a Pala period Folio by the India (Bihar or West Bengal) artist.This piece, part of the Asian Art collection, is crafted using Ink and color on palm leaf. Measuring Image: 2 in. × 21 3/4 in. (5.1 × 55.2 cm)
Sheet: 22 × 28 in. (55.9 × 71.1 cm), the work is classified as Paintings and was created in 12th century.",http://example_url_350/
37980,Unknown,Folio,Asian Art,Nepal,Karnata-Malla period,Unknown,Opaque watercolor on palm leaf,2 1/16 x 10 3/4 in. (5.3 x 27.3 cm),Paintings,ca. 12th century,"Unknown is a Karnata-Malla period Folio by the Nepal artist.This piece, part of the Asian Art collection, is crafted using Opaque watercolor on palm leaf. Measuring 2 1/16 x 10 3/4 in. (5.3 x 27.3 cm), the work is classified as Paintings and was created in ca. 12th century.",http://example_url_351/
37981,Unknown,Folio,Asian Art,Nepal (Kathmandu Valley),Unknown,Unknown,Distemper on paper,14 3/4 x 22 in. (37.5 x 55.9 cm),Paintings,ca. 1775,"Unknown is a Unknown Folio by the Nepal (Kathmandu Valley) artist.This piece, part of the Asian Art collection, is crafted using Distemper on paper. Measuring 14 3/4 x 22 in. (37.5 x 55.9 cm), the work is classified as Paintings and was created in ca. 1775.",http://example_url_352/
37982,Unknown,Folio,Asian Art,Nepal (Kathmandu Valley),Unknown,Unknown,Ink and color on paper,12 7/32 x 18 5/8 in. (31.1 x 47.3 cm),Paintings,ca. 1775,"Unknown is a Unknown Folio by the Nepal (Kathmandu Valley) artist.This piece, part of the Asian Art collection, is crafted using Ink and color on paper. Measuring 12 7/32 x 18 5/8 in. (31.1 x 47.3 cm), the work is classified as Paintings and was created in ca. 1775.",http://example_url_353/
37983,"明   佚名   釋教三尊曼陀羅圖   軸|Mandala of Vajradhara, Manjushri and Sadakshari -Lokeshvara",Tangka,Asian Art,China,Ming dynasty (1368–1644),Unidentified artist,"Tangka; ink, opaque watercolor, and gold on cotton cloth","Image: 58 x 37 1/2 in. (147.3 x 95.3 cm)
",Paintings,dated 1479,"明   佚名   釋教三尊曼陀羅圖   軸|Mandala of Vajradhara, Manjushri and Sadakshari -Lokeshvara is a Ming dynasty (1368–1644) Tangka by the China artist Unidentified artist. This piece, part of the Asian Art collection, is crafted using Tangka; ink, opaque watercolor, and gold on cotton cloth. Measuring Image: 58 x 37 1/2 in. (147.3 x 95.3 cm)
, the work is classified as Paintings and was created in dated 1479.",http://example_url_354/
37985,Unknown,Folio,Asian Art,"India, Punjab Hills, kingdom of Mankot or Nurpur",Unknown,Unknown,Ink and opaque watercolor on paper,6 1/4 x 10 1/4 in. (15.9 x 26 cm),Paintings,ca. 1710–25,"Unknown is a Unknown Folio by the India, Punjab Hills, kingdom of Mankot or Nurpur artist.This piece, part of the Asian Art collection, is crafted using Ink and opaque watercolor on paper. Measuring 6 1/4 x 10 1/4 in. (15.9 x 26 cm), the work is classified as Paintings and was created in ca. 1710–25.",http://example_url_355/
37986,Unknown,Folio,Asian Art,"India, Punjab Hills, kingdom of  Mankot",Unknown,Unknown,Ink and opaque watercolor on paper,8 x 12 1/8 in. (20.3 x 30.8 cm),Paintings,ca. 1710–25,"Unknown is a Unknown Folio by the India, Punjab Hills, kingdom of  Mankot artist.This piece, part of the Asian Art collection, is crafted using Ink and opaque watercolor on paper. Measuring 8 x 12 1/8 in. (20.3 x 30.8 cm), the work is classified as Paintings and was created in ca. 1710–25.",http://example_url_356/
37987,Unknown,Painting,Asian Art,"India (Punjab Hills, Mandi)",Unknown,Unknown,Ink and opaque watercolor on paper,9 x 6 3/8 in. (22.9 x 16.2 cm),Paintings,ca. 1780–1800,"Unknown is a Unknown Painting by the India (Punjab Hills, Mandi) artist.This piece, part of the Asian Art collection, is crafted using Ink and opaque watercolor on paper. Measuring 9 x 6 3/8 in. (22.9 x 16.2 cm), the work is classified as Paintings and was created in ca. 1780–1800.",http://example_url_357/
